epoch,train_loss,eval_loss,eval_top1,eval_top5,test_loss,test_top1,test_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
283,1.4858661984443664,0.5825900547027588,85.5,99.14,0.5821323324203491,85.64,99.13,1.0711197641384117e-05,34,8306.31074976921,28.857982397079468,612521299968.0,9656,8706.3369140625,1025861.4375
284,1.5068848162651063,0.5872193085670471,85.54,99.11,0.5868073827743531,85.49,99.1,1.0630178331827276e-05,34,8335.427525520325,28.88809561729431,614677994496.0,9690,8706.326171875,1025857.625
285,1.5051999979972839,0.5832784440994263,85.43,99.16,0.5828260344028473,85.46,99.14,1.0554024673218807e-05,34,8364.631636857986,28.99393630027771,616834689024.0,9724,8706.318359375,1025854.4375
286,1.497643776702881,0.5833152493476867,85.45,99.12,0.5828881924629211,85.66,99.18,1.0482745016665526e-05,34,8393.919491052628,29.072976112365723,618991383552.0,9758,8706.3056640625,1025850.3125
287,1.4963626331329345,0.57782755818367,85.55,99.19,0.5764540683746338,85.33,99.21,1.0416347178785039e-05,34,8423.138612747192,28.978384494781494,621148078080.0,9792,8706.2978515625,1025847.0625
288,1.5143799494743346,0.5931611401557922,85.29,99.12,0.592365954875946,85.42,99.07,1.0354838440848501e-05,34,8452.177611112595,28.82407259941101,623304772608.0,9826,8706.2841796875,1025843.3125
289,1.5087596007347106,0.581664813375473,85.52,99.23,0.5829412683963776,85.46,99.17,1.029822554798216e-05,34,8481.240499973297,28.85332465171814,625461467136.0,9860,8706.2763671875,1025839.9375
290,1.479639299583435,0.5828689101219178,85.37,99.18,0.5832294502258301,85.45,99.1,1.0246514708427702e-05,34,8510.424635410309,28.902546644210815,627618161664.0,9894,8706.26953125,1025836.4375
291,1.5035073085784911,0.5868577422618866,85.47,99.12,0.588269873046875,85.31,99.07,1.01997115928614e-05,34,8539.510194063187,28.871948719024658,629774856192.0,9928,8706.2568359375,1025832.4375
292,1.493487447834015,0.5858134840965271,85.6,99.15,0.5861405511856079,85.37,99.17,1.0157821333772305e-05,34,8568.71647644043,28.996680736541748,631931550720.0,9962,8706.2451171875,1025828.8125
293,1.5018855718612671,0.589647846698761,85.19,99.16,0.5911409746170044,85.37,99.14,1.0120848524899386e-05,34,8597.922589302063,28.990970134735107,634088245248.0,9996,8706.2314453125,1025824.8125
294,1.516397801208496,0.588082884311676,85.51,99.21,0.5876275304794312,85.63,99.14,1.0088797220727781e-05,34,8627.033348560333,28.899481534957886,636244939776.0,10030,8706.2236328125,1025821.5
295,1.5158203950881959,0.5836720105171204,85.78,99.18,0.5837186493873596,85.73,99.16,1.0061670936044179e-05,34,8656.215070962906,28.968391180038452,638401634304.0,10064,8706.212890625,1025818.125
296,1.493793642616272,0.5779254436016082,85.73,99.18,0.5787225565910339,85.72,99.26,1.0039472645551374e-05,34,8685.413521289825,28.982922792434692,640558328832.0,10098,8706.20703125,1025814.8125
297,1.5064195591926575,0.5784541155815125,85.52,99.17,0.5781060793876648,85.37,99.25,1.002220478354208e-05,34,8714.65050125122,29.00059986114502,642715023360.0,10132,8706.1962890625,1025811.1875
298,1.5044712850570678,0.5817536766529083,85.33,99.16,0.582077553319931,85.58,99.16,1.0009869243631953e-05,34,8743.883040189743,29.02214002609253,644871717888.0,10166,8706.18359375,1025807.3125
299,1.4919760164260865,0.5803473126411438,85.49,99.17,0.5807027235984802,85.24,99.14,1.0002467378551954e-05,34,8773.172688007355,29.053215742111206,647028412416.0,10200,8706.1767578125,1025804.1875
