epoch,train_loss,train_acc1,eval_loss,eval_top1,eval_top5,test_loss,test_top1,test_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
278,1.7635566228866577,0,1.1027738364219666,65.26,96.62,1.1045653896331786,65.83,96.54,1.1188949370707787e-05,1,6032.756732702255,21.55011248588562,17717635584.0,279,302.6171569824219,36859.80078125
279,1.764368758392334,0,1.1023290806770325,65.4,96.62,1.1035184379577636,65.79,96.66,1.1083745712756372e-05,1,6054.288343191147,21.506580591201782,17781067776.0,280,302.6271057128906,36860.05078125
280,1.759601634979248,0,1.0999992224693298,65.38,96.59,1.1011057929992676,65.75,96.65,1.098335796697875e-05,1,6075.8375680446625,21.52475070953369,17844499968.0,281,302.6375732421875,36860.4765625
281,1.7611411371231078,0,1.1018906441688539,65.63,96.52,1.1045813760757446,65.68,96.62,1.0887797142022522e-05,1,6097.347883224487,21.485302686691284,17907932160.0,282,302.6473083496094,36860.62890625
282,1.7588574949264526,0,1.1022219296455382,65.54,96.67,1.105416737174988,65.69,96.59,1.0797073717209014e-05,1,6118.8044719696045,21.432748794555664,17971364352.0,283,302.656982421875,36860.9296875
283,1.7682657329559326,0,1.100855029773712,65.24,96.66,1.102244624900818,65.59,96.47,1.0711197641384117e-05,1,6140.2323298454285,21.403131008148193,18034796544.0,284,302.6647644042969,36861.12109375
284,1.763773017692566,0,1.102932717514038,65.86,96.76,1.1031630577087401,65.85,96.68,1.0630178331827276e-05,1,6161.675138950348,21.41826820373535,18098228736.0,285,302.67266845703125,36861.1484375
285,1.7590319639205934,0,1.097500915813446,65.68,96.75,1.0996153776168822,65.91,96.66,1.0554024673218807e-05,1,6183.128721475601,21.427085876464844,18161660928.0,286,302.6824951171875,36861.3671875
286,1.7645553018569946,0,1.100407487487793,65.9,96.66,1.1039226934432984,66.01,96.63,1.0482745016665526e-05,1,6204.548209428787,21.395177602767944,18225093120.0,287,302.6894226074219,36861.1953125
287,1.7511256879806518,0,1.1011187747001647,65.11,96.58,1.103702226638794,65.59,96.47,1.0416347178785039e-05,1,6226.070332527161,21.491414308547974,18288525312.0,288,302.7015380859375,36861.890625
288,1.7586175136566162,0,1.0994923616409302,65.6,96.76,1.100592712020874,65.72,96.62,1.0354838440848501e-05,1,6247.594652891159,21.49543046951294,18351957504.0,289,302.7109375,36862.078125
289,1.7683413328170776,0,1.1017680554389953,65.35,96.64,1.1037033948898316,65.49,96.56,1.029822554798216e-05,1,6269.052248954773,21.420796155929565,18415389696.0,290,302.7153625488281,36861.765625
290,1.7605242433547974,0,1.101103661251068,65.3,96.64,1.101490800857544,66.09,96.6,1.0246514708427702e-05,1,6290.563414573669,21.485719203948975,18478821888.0,291,302.7185974121094,36861.17578125
291,1.7514487691879272,0,1.098329395389557,65.68,96.75,1.0991733665466308,66.48,96.64,1.01997115928614e-05,1,6312.1292469501495,21.541133403778076,18542254080.0,292,302.7305603027344,36861.80078125
292,1.7517550701141358,0,1.0978086340904236,65.79,96.81,1.0996164777755737,66.05,96.58,1.0157821333772305e-05,1,6333.6065464019775,21.44238018989563,18605686272.0,293,302.73834228515625,36861.82421875
293,1.7576949487686158,0,1.0974656249046326,65.74,96.6,1.1008956214904786,65.9,96.59,1.0120848524899386e-05,1,6355.086234331131,21.455400466918945,18669118464.0,294,302.74798583984375,36862.0546875
294,1.7678580339431762,0,1.0977058994293214,65.76,96.46,1.1000571420669556,65.86,96.64,1.0088797220727781e-05,1,6376.583204984665,21.471750020980835,18732550656.0,295,302.7532653808594,36861.55859375
295,1.7676165355682374,0,1.0995072622299193,65.82,96.59,1.101963257789612,65.58,96.42,1.0061670936044179e-05,1,6398.148403406143,21.53927445411682,18795982848.0,296,302.759765625,36861.6015625
296,1.7662723035812378,0,1.1032027765274048,65.51,96.48,1.1031718912124633,65.75,96.57,1.0039472645551374e-05,1,6419.631908655167,21.459084033966064,18859415040.0,297,302.7650146484375,36861.47265625
297,1.757321025657654,0,1.1003553067207337,65.54,96.53,1.1018311624526977,65.84,96.42,1.002220478354208e-05,1,6441.174205780029,21.51832675933838,18922847232.0,298,302.77410888671875,36861.7109375
298,1.756244980430603,0,1.0985893926620482,65.4,96.72,1.1012281549453735,65.46,96.52,1.0009869243631953e-05,1,6462.746864795685,21.545844316482544,18986279424.0,299,302.7838439941406,36861.86328125
299,1.7567026000976562,0,1.0954929215431213,65.87,96.83,1.1003283954620362,65.77,96.52,1.0002467378551954e-05,1,6484.304611206055,21.53364896774292,19049711616.0,300,302.79058837890625,36861.77734375
